,Values of area
85110,677158
85111,964489
85112,455621
85113,848404
85114,546300
85115,738996
85116,230458
85117,955966
85118,207660
85119,565422
85120,420501
85121,178899
85122,664907
85123,275455
85124,766988
85125,27099
85126,909523
85127,850591
85128,18174
85129,508480
85130,984242
85131,287703
85132,146487
85133,437527
85134,658890
85135,770484
85136,790637
85137,979642
85138,904645
85139,399360
85140,897699
85141,117648
85142,479297
85143,816179
85144,634916
85145,881142
85146,191867
85147,400680
85148,521275
85149,757341
85150,184119
85151,926185
85152,39993
85153,67504
85154,361175
85155,809754
85156,672046
85157,225066
85158,310923
85159,200203
85160,991778
85161,741450
85162,626413
85163,117619
85164,186224
85165,425948
85166,165834
85167,181249
85168,458356
85169,442168
85170,288802
85171,58908
85172,173858
85173,267251
85174,625143
85175,150416
85176,999572
85177,848985
85178,785519
85179,165985
85180,464564
85181,583267
85182,902127
85183,55305
85184,13905
85185,103224
85186,501006
85187,777996
85188,716696
85189,77000
85190,75622
85191,632096
85192,240774
85193,823190
85194,791920
85195,865634
85196,623321
85197,22019
85198,77455
85199,927917
85200,593008
85201,29932
85202,583963
85203,783220
85204,629038
85205,532988
85206,457300
85207,13537
85208,907667
85209,422394
85210,564047
85211,421218
85212,316110
85213,906970
85214,456451
85215,56223
85216,939010
85217,196655
85218,682553
85219,158449
85220,449454
85221,947110
85222,833109
85223,789931
85224,266029
85225,666333
85226,238854
85227,153009
85228,447225
85229,639331
85230,641982
85231,321683
85232,926915
85233,119020
85234,630335
85235,217925
85236,82795
85237,706639
85238,755659
85239,811139
85240,754311
85241,520626
85242,568478
85243,919673
85244,986502
85245,182054
85246,529406
85247,856000
85248,217635
85249,404117
85250,420151
85251,208232
85252,661130
85253,395472
85254,703713
85255,6238
85256,770018
85257,582759
85258,57783
85259,722339
85260,443991
85261,344152
85262,641689
85263,474728
85264,710129
85265,227325
85266,682766
85267,168272
85268,211899
85269,590201
85270,634714
85271,814953
85272,556454
85273,265080
85274,523829
85275,266533
85276,893357
85277,238421
85278,716749
85279,953598
85280,764836
85281,84945
85282,376588
85283,196201
85284,168972
85285,847570
85286,574903
85287,913568
85288,552456
85289,431499
85290,989623
85291,494764
85292,496290
85293,714667
85294,301534
85295,641557
85296,213827
85297,725858
85298,977439
85299,641387
85300,481233
85301,14252
85302,799035
85303,608618
85304,358472
85305,87574
85306,979789
85307,193723
85308,989043
85309,252203
85310,450798
85311,134118
85312,648695
85313,821063
85314,970306
85315,356048
85316,683299
85317,459038
85318,730381
85319,37281
85320,875436
85321,592290
85322,17930
85323,690318
85324,257755
85325,697249
85326,266519
85327,61194
85328,868323
85329,904872
85330,68781
85331,279382
85332,743842
85333,129111
85334,286525
85335,46206
85336,370866
85337,969723
85338,258166
85339,715432
85340,75970
85341,563470
85342,629329
85343,586715
85344,403370
85345,880140
85346,282890
85347,216533
85348,987675
85349,66332
85350,227142
85351,92562
85352,220615
85353,933282
85354,508204
85355,427014
85356,60355
85357,28262
85358,697063
85359,832979
85360,813522
85361,783461
85362,142062
85363,396593
85364,775667
85365,925393
85366,749922
85367,99138
85368,257483
85369,654393
85370,203025
85371,792125
85372,692458
85373,879416
85374,244591
85375,15322
85376,605574
85377,168405
85378,595343
85379,918336
85380,357742
85381,981727
85382,314666
85383,128277
85384,430948
85385,273554
85386,890971
85387,321594
85388,288977
85389,764225
85390,851561
85391,459737
85392,410876
85393,947780
85394,625169
85395,287647
85396,744260
85397,513046
85398,200388
85399,618896
85400,574653
85401,787229
85402,246525
85403,666227
85404,687568
85405,277099
85406,725221
85407,326875
85408,868252
85409,399988
85410,823462
85411,122753
85412,266235
85413,993624
85414,955491
85415,178006
85416,619153
85417,99092
85418,468766
85419,994233
85420,695830
85421,933473
85422,979523
85423,907175
85424,415533
85425,13070
85426,532032
85427,994012
85428,155211
85429,758069
85430,829234
85431,629378
85432,267276
85433,965439
85434,553612
85435,705711
85436,721440
85437,326827
85438,577558
85439,121661
85440,800517
85441,542557
85442,964878
85443,405366
85444,292448
85445,318380
85446,107471
85447,367448
85448,534350
85449,32606
85450,753509
85451,778280
85452,178944
85453,129509
85454,918838
85455,336480
85456,758858
85457,370365
85458,678390
85459,240404
85460,103816
85461,440435
85462,72339
85463,880596
85464,724178
85465,301843
85466,688659
85467,467697
85468,163528
85469,529075
85470,161377
85471,179745
85472,533824
85473,255002
85474,510554
85475,496767
85476,381473
85477,722299
85478,8622
85479,422507
85480,672025
85481,410516
85482,867413
85483,948932
85484,151723
85485,363781
85486,341403
85487,24754
85488,902507
85489,905345
85490,942447
85491,811804
85492,695458
85493,911836
85494,309765
85495,217550
85496,824536
85497,29790
85498,241883
85499,59348
85500,164706
85501,285202
85502,536548
85503,114795
85504,672200
85505,271440
85506,657576
85507,981147
85508,622485
85509,184847
85510,246610
85511,591573
85512,243277
85513,950322
85514,810295
85515,589492
85516,991827
85517,226430
85518,692030
85519,258941
85520,151037
85521,71703
85522,910096
85523,127741
85524,23846
85525,736931
85526,371583
85527,765247
85528,531084
85529,569891
85530,434716
85531,284363
85532,172809
85533,147874
85534,328804
85535,941459
85536,220993
85537,174773
85538,674444
85539,513726
85540,584247
85541,282482
85542,349163
85543,785810
85544,850803
85545,388653
85546,974807
85547,804291
85548,956227
85549,527478
85550,710431
85551,217268
85552,213738
85553,28974
85554,378398
85555,568905
85556,556057
85557,274631
85558,176862
85559,980877
85560,132343
85561,900490
85562,435393
85563,446303
85564,912350
85565,932012
85566,629142
85567,376505
85568,379031
85569,162764
85570,758347
85571,12077
85572,639473
85573,918899
85574,252801
85575,175310
85576,464797
85577,309893
85578,45484
85579,167221
85580,422652
85581,708401
85582,511874
85583,582311
85584,949065
85585,647706
85586,378442
85587,492373
85588,976829
85589,503308
85590,267694
85591,209839
85592,711929
85593,489329
85594,387534
85595,973633
85596,258310
85597,969297
85598,15665
85599,413392
85600,105967
85601,734436
85602,61819
85603,371302
85604,890741
85605,722690
85606,518967
85607,525416
85608,719182
85609,105038
85610,146977
85611,828002
85612,506292
85613,356055
85614,91982
85615,272397
85616,526691
85617,288977
85618,842449
85619,70861
85620,743754
85621,160419
85622,487985
85623,530699
85624,424893
85625,717010
85626,955750
85627,726559
85628,336398
85629,154917
85630,14314
85631,809720
85632,736863
85633,5964
85634,597223
85635,447668
85636,873616
85637,748496
85638,153403
85639,118958
85640,53246
85641,433403
85642,770267
85643,582991
85644,782014
85645,709563
85646,924198
85647,513677
85648,296079
85649,851292
85650,322179
85651,418150
85652,569898
85653,532730
85654,304380
85655,165763
85656,713294
85657,584800
85658,63055
85659,516972
85660,311280
85661,172769
85662,81681
85663,464070
85664,479163
85665,413987
85666,18499
85667,961138
85668,847833
85669,369941
85670,496044
85671,817709
85672,881173
85673,97730
85674,634870
85675,198619
85676,545345
85677,473163
85678,3589
85679,849237
85680,205911
85681,820176
85682,92336
85683,37875
85684,178012
85685,194997
85686,376636
85687,61109
85688,289508
85689,387560
85690,754635
85691,564018
85692,771175
85693,780077
85694,516597
85695,801607
85696,378768
85697,8565
85698,489221
85699,137353
85700,322276
85701,548278
85702,734625
85703,413320
85704,548132
85705,578452
85706,164281
85707,310724
85708,890578
85709,142753
85710,250498
85711,599199
85712,601092
85713,554685
85714,502472
85715,957744
85716,599638
85717,210493
85718,240545
85719,338403
85720,636337
85721,471335
85722,162201
85723,377796
85724,943875
85725,667762
85726,965492
85727,578104
85728,563160
85729,93711
85730,992140
85731,548327
85732,544474
85733,751843
85734,319123
85735,746998
85736,939407
85737,203322
85738,939765
85739,369918
85740,387524
85741,106446
85742,97593
85743,881830
85744,737784
85745,432493
85746,62532
85747,999234
85748,101972
85749,680667
85750,671902
85751,487682
85752,205015
85753,932538
85754,884506
85755,69427
85756,348739
85757,907492
85758,133683
85759,983595
85760,238860
85761,933093
85762,787187
85763,163844
85764,897062
85765,616553
85766,264292
85767,12132
85768,153122
85769,17818
85770,978116
85771,700242
85772,793749
85773,515083
85774,599537
85775,791239
85776,452759
85777,523953
85778,421049
85779,362956
85780,575181
85781,731560
85782,403897
85783,897884
85784,666401
85785,993964
85786,636930
85787,554157
85788,45877
85789,829818
85790,531770
85791,409312
85792,631234
85793,62959
85794,762908
85795,205037
85796,718722
85797,862207
85798,423359
85799,808028
85800,601143
85801,678153
85802,155056
85803,371692
85804,381550
85805,75821
85806,661226
85807,337799
85808,504915
85809,713524
85810,675272
85811,251429
85812,810568
85813,919608
85814,137696
85815,146304
85816,306968
85817,281056
85818,561232
85819,354375
85820,580380
85821,987984
85822,579654
85823,28395
85824,936617
85825,381596
85826,166397
85827,32723
85828,397167
85829,790954
85830,180578
85831,993200
85832,368347
85833,667117
85834,586705
85835,396435
85836,940542
85837,667277
85838,461641
85839,903874
85840,831824
85841,687718
85842,824769
85843,597877
85844,870222
85845,586355
85846,225084
85847,788833
85848,524791
85849,77867
85850,713590
85851,255494
85852,459673
85853,499019
85854,316570
85855,406123
85856,581841
85857,603654
85858,415416
85859,690515
85860,16810
85861,989871
85862,382515
85863,297211
85864,372609
85865,739180
85866,389974
85867,170182
85868,997766
85869,926135
85870,317567
85871,769848
85872,862148
85873,196590
85874,749331
85875,96212
85876,958270
85877,367124
85878,606402
85879,344601
85880,908110
85881,133670
85882,385779
85883,950316
85884,878410
85885,570481
85886,283628
85887,103461
85888,881226
85889,906064
85890,109286
85891,463240
85892,376353
85893,196385
85894,292878
85895,622424
85896,852660
85897,603323
85898,904055
85899,512452
85900,665557
85901,574732
85902,800890
85903,433227
85904,690635
85905,839167
85906,570020
85907,744610
85908,94918
85909,445514
85910,347267
85911,646303
85912,231937
85913,90058
85914,718017
85915,564688
85916,54193
85917,124467
85918,508772
85919,40138
85920,278811
85921,653530
85922,306474
85923,271049
85924,321607
85925,256990
85926,864435
85927,647273
85928,917960
85929,652330
85930,283439
85931,753813
85932,23278
85933,464938
85934,246835
85935,115603
85936,742916
85937,183990
85938,524366
85939,781760
85940,683101
85941,506536
85942,843711
85943,284159
85944,625918
85945,332411
85946,471651
85947,94748
85948,796203
85949,116663
85950,642484
85951,116215
85952,665291
85953,925984
85954,649039
85955,23902
85956,523080
85957,987827
85958,576645
85959,655834
85960,134755
85961,83096
85962,906544
85963,72687
85964,38619
85965,568786
85966,740980
85967,898717
85968,811161
85969,699533
85970,280030
85971,153817
85972,69648
85973,752635
85974,362176
85975,801725
85976,197708
85977,790899
85978,877803
85979,832353
85980,794526
85981,642919
85982,449008
85983,506665
85984,734831
85985,411267
85986,670268
85987,479900
85988,124014
85989,196653
85990,965316
85991,333540
85992,371249
85993,745451
85994,171163
85995,36546
85996,333310
85997,135579
85998,409282
85999,912595
86000,633607
86001,401442
86002,686272
86003,631802
86004,739711
86005,895102
86006,77611
86007,2172
86008,686536
86009,28650
86010,89188
86011,842520
86012,250965
86013,902871
86014,520203
86015,248216
86016,22524
86017,120647
86018,268999
86019,453303
86020,351242
86021,172713
86022,98580
86023,556220
86024,893363
86025,330768
86026,563716
86027,526654
86028,105956
86029,233720
86030,367548
86031,427394
86032,615545
86033,147481
86034,685255
86035,71964
86036,213004
86037,804378
86038,87167
86039,265031
86040,23426
86041,49173
86042,360858
86043,753088
86044,497731
86045,737561
86046,378309
86047,687760
86048,958508
86049,475395
86050,711770
86051,659292
86052,51350
86053,148606
86054,525103
86055,209699
86056,616696
86057,724025
86058,953705
86059,969806
86060,380637
86061,678140
86062,951005
86063,582028
86064,936524
86065,155097
86066,499788
86067,116638
86068,184432
86069,901816
86070,29320
86071,359862
86072,613956
86073,933747
86074,992529
86075,230976
86076,601810
86077,260586
86078,180082
86079,802608
86080,42606
86081,695710
86082,187658
86083,325644
86084,413575
86085,993087
86086,149243
86087,371464
86088,36524
86089,544869
86090,164789
86091,965060
86092,535441
86093,952843
86094,808929
86095,142791
86096,291831
86097,420036
86098,711553
86099,31642
86100,582812
86101,620342
86102,127086
86103,119035
86104,983459
86105,42533
86106,726781
86107,133196
86108,673161
86109,518864
86110,841935
86111,931604
86112,102314
86113,938114
86114,900758
86115,995313
86116,20472
86117,3310
86118,748443
86119,451728
86120,732958
86121,50053
86122,777823
86123,227647
86124,672260
86125,343200
86126,946752
86127,53002
86128,375386
86129,885922
86130,162738
86131,190738
86132,117549
86133,269442
86134,637518
86135,933598
86136,880724
86137,848921
86138,265694
86139,16542
86140,92126
86141,428286
86142,229300
86143,184192
86144,811654
86145,968459
86146,82002
86147,897972
86148,631151
86149,972274
86150,898831
86151,972761
86152,118209
86153,951659
86154,135841
86155,153712
86156,390247
86157,455763
86158,638796
86159,975830
86160,452773
86161,159375
86162,390069
86163,479271
86164,988046
86165,983753
86166,788608
86167,670831
86168,683743
86169,958076
86170,3229
86171,971648
86172,366117
86173,455631
86174,377863
86175,683104
86176,742359
86177,257317
86178,872532
86179,356969
86180,713952
86181,753145
86182,803489
86183,832717
86184,629285
86185,113267
86186,795229
86187,620184
86188,37054
86189,281101
86190,87019
86191,52167
86192,493139
86193,432368
86194,354370
86195,111494
86196,426444
86197,976859
86198,333982
86199,218940
86200,979710
86201,205400
86202,254853
86203,461013
86204,813052
86205,219429
86206,207849
86207,80980
86208,36783
86209,434440
86210,241369
86211,249007
86212,647721
86213,58814
86214,291377
86215,775526
86216,184538
86217,233371
86218,110428
86219,867988
86220,994018
86221,706047
86222,262513
86223,850054
86224,79461
86225,877484
86226,101495
86227,376014
86228,756622
86229,818043
86230,590865
86231,946813
86232,533910
86233,308879
86234,451295
86235,439491
86236,222804
86237,525452
86238,437383
86239,964217
86240,361591
86241,282409
86242,438627
86243,555388
86244,772191
86245,379819
86246,275649
86247,355742
86248,988567
86249,739079
86250,812849
86251,858419
86252,280184
86253,950174
86254,595061
86255,1322
86256,543656
86257,46092
86258,657427
86259,448692
86260,795914
86261,940140
86262,67446
86263,576575
86264,972125
86265,918465
86266,937801
86267,509438
86268,259574
86269,260609
86270,937893
86271,400763
86272,957604
86273,595479
86274,850222
86275,389486
86276,378248
86277,87729
86278,605707
86279,816816
86280,970409
86281,227635
86282,963571
86283,603963
86284,472568
86285,485362
86286,405008
86287,93259
86288,589642
86289,458731
86290,277730
86291,127926
86292,395773
86293,609105
86294,434535
86295,983774
86296,21896
86297,814127
86298,679926
86299,262859
86300,851859
86301,197158
86302,294127
86303,785828
86304,865306
86305,846219
86306,391234
86307,501551
86308,952617
86309,116093
86310,236873
86311,159242
86312,741431
86313,852636
86314,298908
86315,174893
86316,401654
86317,705630
86318,161811
86319,133668
86320,908813
86321,405769
86322,464876
86323,800944
86324,745292
86325,713874
86326,829236
86327,931109
86328,5953
86329,447378
86330,693171
86331,597737
86332,827388
86333,420826
86334,561699
86335,481930
86336,459722
86337,531321
86338,549297
86339,373582
86340,952902
86341,957488
86342,565206
86343,979146
86344,343608
86345,780098
86346,343872
86347,285134
86348,37498
86349,873093
86350,563105
86351,209573
86352,935135
86353,176500
86354,663947
86355,777600
86356,867207
86357,534977
86358,602273
86359,540011
86360,869646
86361,219113
86362,109926
86363,592982
86364,949147
86365,40003
86366,127145
86367,144086
86368,172660
86369,234374
86370,275444
86371,294142
86372,976370
86373,472170
86374,411528
86375,492279
86376,516453
86377,122499
86378,818924
86379,165302
86380,830324
86381,929432
86382,910676
86383,483324
86384,436788
86385,959150
86386,265886
86387,534081
86388,595900
86389,167326
86390,5386
86391,834153
86392,250512
86393,546143
86394,960266
86395,435382
86396,84382
86397,202425
86398,142919
86399,885531
86400,179620
86401,749506
86402,413195
86403,235449
86404,336459
86405,91645
86406,874107
86407,983104
86408,425537
86409,422294
86410,730413
86411,106196
86412,664317
86413,163764
86414,929499
86415,199861
86416,536092
86417,97627
86418,222196
86419,283195
86420,465566
86421,399102
86422,186804
86423,219303
86424,759530
86425,978735
86426,136814
86427,198104
86428,754995
86429,694460
86430,527999
86431,105324
86432,931537
86433,607623
86434,479539
86435,532607
86436,743566
86437,713659
86438,500246
86439,666775
86440,532793
86441,558860
86442,350356
86443,252806
86444,469529
86445,482911
86446,485166
86447,758399
86448,70108
86449,17528
86450,437385
86451,815987
86452,716584
86453,399667
86454,983649
86455,128969
86456,706437
86457,225273
86458,400090
86459,412117
86460,34476
86461,109812
86462,941684
86463,221682
86464,819231
86465,237646
86466,259753
86467,121774
86468,120866
86469,985976
86470,961201
86471,292789
86472,239025
86473,361697
86474,682427
86475,494591
86476,633075
86477,674380
86478,838930
86479,924098
86480,513170
86481,682555
86482,685128
86483,227761
86484,878384
86485,314125
86486,552352
86487,375286
86488,499710
86489,267784
86490,235168
86491,988399
86492,344450
86493,988184
86494,699681
86495,646665
86496,13833
86497,815594
86498,706542
86499,956745
86500,28629
86501,62917
86502,418007
86503,829561
86504,572043
86505,320374
86506,165733
86507,166513
86508,7927
86509,775828
86510,393484
86511,148501
86512,41655
86513,284110
86514,806140
86515,334316
86516,890179
86517,802441
86518,137629
86519,346722
86520,448388
86521,874644
86522,802457
86523,338607
86524,384909
86525,877774
86526,725951
86527,996859
86528,630907
86529,393716
86530,481706
86531,356099
86532,274529
86533,218534
86534,57039
86535,521748
86536,427747
86537,373210
86538,775805
86539,47759
86540,998701
86541,864726
86542,855667
86543,60665
86544,614528
86545,925307
86546,797226
86547,468918
86548,113344
86549,779849
86550,182120
86551,521795
86552,702482
86553,10074
86554,274297
86555,62266
86556,424876
86557,816011
86558,539386
86559,268463
86560,16842
86561,550162
86562,714908
86563,624639
86564,553693
86565,671627
86566,808590
86567,486800
86568,136495
86569,119362
86570,852650
86571,540551
86572,319281
86573,171785
86574,925674
86575,518260
86576,427768
86577,607107
86578,910246
86579,919257
86580,888788
86581,488512
86582,521800
86583,325269
86584,680161
86585,205121
86586,943961
86587,389250
86588,637471
86589,32256
86590,773600
86591,123363
86592,550168
86593,524012
86594,790662
86595,829410
86596,671786
86597,351337
86598,745737
86599,469401
86600,747042
86601,992129
86602,265394
86603,479811
86604,458170
86605,828274
86606,626335
86607,45893
86608,143826
86609,811574
86610,573479
86611,9325
86612,115407
86613,857470
86614,270284
86615,864510
86616,424653
86617,396096
86618,196279
86619,607849
86620,600738
86621,838286
86622,146603
86623,178419
86624,96902
86625,835960
86626,197672
86627,539481
86628,505796
86629,228980
86630,342919
86631,384173
86632,840829
86633,947334
86634,595328
86635,688873
86636,608782
86637,863506
86638,62352
86639,431664
86640,651548
86641,349616
86642,28591
86643,436514
86644,48509
86645,832714
86646,245018
86647,292358
86648,669850
86649,107087
86650,29486
86651,311208
86652,138717
86653,542539
86654,363930
86655,719002
86656,978590
86657,166465
86658,857184
86659,209821
86660,11644
86661,955168
86662,76933
86663,219591
86664,725579
86665,785863
86666,173795
86667,539340
86668,480612
86669,662111
86670,500995
86671,95123
86672,995045
86673,962104
86674,605807
86675,81018
86676,133037
86677,453954
86678,812107
86679,416641
86680,288874
86681,744965
86682,967334
86683,80789
86684,374678
86685,219926
86686,657150
86687,819935
86688,446087
86689,787681
86690,756482
86691,889387
86692,985700
86693,659579
86694,43603
86695,957008
86696,999288
86697,205207
86698,835580
86699,866975
86700,343656
86701,334616
86702,666128
86703,230576
86704,828911
86705,661603
86706,127980
86707,521053
86708,102725
86709,596326
86710,91107
86711,404485
86712,834351
86713,754640
86714,584735
86715,63821
86716,829150
86717,649653
86718,710758
86719,989026
86720,308410
86721,195032
86722,72554
86723,267363
86724,680734
86725,254549
86726,937056
86727,58212
86728,240346
86729,114411
86730,297798
86731,711237
86732,427640
86733,444087
86734,124247
86735,657334
86736,163486
86737,258464
86738,268494
86739,952613
86740,12587
86741,927880
86742,125753
86743,5473
86744,530839
86745,117459
86746,880462
86747,65866
86748,982586
86749,866005
86750,389403
86751,169269
86752,933530
86753,494514
86754,561040
86755,44757
86756,894093
86757,352412
86758,587061
86759,570645
86760,456079
86761,440375
86762,653141
86763,207272
86764,70808
86765,372232
86766,891997
86767,136175
86768,356504
86769,803671
86770,894332
86771,2918
86772,28735
86773,901919
86774,656346
86775,874622
86776,527819
86777,444305
86778,353829
86779,999293
86780,320132
86781,995208
86782,649036
86783,465233
86784,441302
86785,806629
86786,521886
86787,671523
86788,426399
86789,848410
86790,702504
86791,727703
86792,761658
86793,56242
86794,437511
86795,115204
86796,271821
86797,560072
86798,513219
86799,357757
86800,248629
86801,895640
86802,869125
86803,763151
86804,583423
86805,972877
86806,146391
86807,793488
86808,251018
86809,900976
86810,892145
86811,534675
86812,104689
86813,295366
86814,394112
86815,251675
86816,407065
86817,938791
86818,178840
86819,117282
86820,978644
86821,619257
86822,622641
86823,691977
86824,972686
86825,388477
86826,414828
86827,567437
86828,678019
86829,472477
86830,575549
86831,299753
86832,167868
86833,591260
86834,650335
86835,499264
86836,328655
86837,730950
86838,30669
86839,672397
86840,457850
86841,963480
86842,277319
86843,980566
86844,124857
86845,382075
86846,574851
86847,148273
86848,96924
86849,782885
86850,435238
86851,298932
86852,726471
86853,300610
86854,278604
86855,750370
86856,228044
86857,65539
86858,854858
86859,404964
86860,101595
86861,20302
86862,286955
86863,257227
86864,178782
86865,727772
86866,298020
86867,759019
86868,63145
86869,810075
86870,237769
86871,141459
86872,910694
86873,951417
86874,796400
86875,139064
86876,206579
86877,29143
86878,180201
86879,228554
86880,253122
86881,132854
86882,997572
86883,919211
86884,726670
86885,524318
86886,544252
86887,375579
86888,627216
86889,959139
86890,518620
86891,765037
86892,294391
86893,351516
86894,484583
86895,146278
86896,853348
86897,401629
86898,894165
86899,298144
86900,132157
86901,780672
86902,468269
86903,680172
86904,247757
86905,360299
86906,257437
86907,982750
86908,155745
86909,992301
86910,441611
86911,882407
86912,216624
86913,6818
86914,860409
86915,340409
86916,341898
86917,60938
86918,636871
86919,870248
86920,410929
86921,261838
86922,870739
86923,811605
86924,357428
86925,131001
86926,632086
86927,176683
86928,772818
86929,302677
86930,34239
86931,679853
86932,156052
86933,434274
86934,225490
86935,552924
86936,468706
86937,664269
86938,702335
86939,419295
86940,921286
86941,539262
86942,679864
86943,900122
86944,869146
86945,481473
86946,366832
86947,109551
86948,708231
86949,220734
86950,515179
86951,245925
86952,905396
86953,413705
86954,248967
86955,85376
86956,2846
86957,626355
86958,996366
86959,654513
86960,154655
86961,438138
86962,76768
86963,298619
86964,124822
86965,939052
86966,659249
86967,666730
86968,693425
86969,680984
86970,660492
86971,185724
86972,68701
86973,969311
86974,346014
86975,910443
86976,670889
86977,2114
86978,428114
86979,349466
86980,659709
86981,350955
86982,540966
86983,209325
86984,447457
86985,698958
86986,930552
86987,768594
86988,106031
86989,125372
86990,583410
86991,942758
86992,353583
86993,698527
86994,967523
86995,229609
86996,594531
86997,134716
86998,317325
86999,848534
87000,182700
87001,859713
87002,618119
87003,675934
87004,724064
87005,263787
87006,252306
87007,722902
87008,156576
87009,671013
87010,70941
87011,647287
87012,171069
87013,147094
87014,109230
87015,999548
87016,188402
87017,609424
87018,317539
87019,33990
87020,556892
87021,720340
87022,949222
87023,466670
87024,545960
87025,134632
87026,646951
87027,129864
87028,762965
87029,673197
87030,74650
87031,839807
87032,98412
87033,484671
87034,45252
87035,880981
87036,244804
87037,869924
87038,924804
87039,660139
87040,502962
87041,676362
87042,469598
87043,470869
87044,497985
87045,953756
87046,352570
87047,961859
87048,771072
87049,618784
87050,431038
87051,369751
87052,524974
87053,720561
87054,413718
87055,896503
87056,154867
87057,401897
87058,867407
87059,636141
87060,542148
87061,349292
87062,373211
87063,735009
87064,663893
87065,35862
87066,634368
87067,449243
87068,907407
87069,966943
87070,759521
87071,177665
87072,82199
87073,780762
87074,179958
87075,910213
87076,327827
87077,900118
87078,810925
87079,369420
87080,170523
87081,641514
87082,161817
87083,737900
87084,696344
87085,914087
87086,628398
87087,819768
87088,388575
87089,506527
87090,383595
87091,442972
87092,241589
87093,895943
87094,824669
87095,42411
87096,239423
87097,412921
87098,913921
87099,192487
87100,43232
87101,252569
87102,492244
87103,811517
87104,727698
87105,575552
87106,935698
87107,397179
87108,292254
87109,368111
87110,552716
87111,208586
87112,847563
87113,67484
87114,611034
87115,674448
87116,270888
87117,369855
87118,335787
87119,298096
87120,901647
87121,809832
87122,219522
87123,260782
87124,251632
87125,603763
87126,928050
87127,478577
87128,605765
87129,518941
87130,917748
87131,448709
87132,518572
87133,198442
87134,28373
87135,812532
87136,741367
87137,410368
87138,533077
87139,969180
87140,752579
87141,439112
87142,613712
87143,587691
87144,927690
87145,281170
87146,204608
87147,589345
87148,51343
87149,307000
87150,371040
87151,693981
87152,779675
87153,135171
87154,385091
87155,685280
87156,822453
87157,128983
87158,383901
87159,622229
87160,361954
87161,316919
87162,41229
87163,2129
87164,479388
87165,171278
87166,247454
87167,955119
87168,627271
87169,596286
87170,881689
87171,580477
87172,889149
87173,267312
87174,465990
87175,857011
87176,573314
87177,165370
87178,721132
87179,236574
87180,367693
87181,545358
87182,524910
87183,728757
87184,949402
87185,226248
87186,657792
87187,11702
87188,976847
87189,996345
87190,661515
87191,940872
87192,374696
87193,776482
87194,471027
87195,753628
87196,818251
87197,437586
87198,820664
87199,802740
87200,182214
87201,180144
87202,28896
87203,723879
87204,873582
87205,919919
87206,164030
87207,270398
87208,339519
87209,935810
87210,529130
87211,37757
87212,631031
87213,917512
87214,164041
87215,300057
87216,653207
87217,373743
87218,449137
87219,153775
87220,331380
87221,744803
87222,883541
87223,369154
87224,508205
87225,829221
87226,342992
87227,180303
87228,896647
87229,733314
87230,636257
87231,539100
87232,37586
87233,803351
87234,745948
87235,42181
87236,206188
87237,689944
87238,836071
87239,534345
87240,47612
87241,306544
87242,8682
87243,253611
87244,122502
87245,336719
87246,913011
87247,386708
87248,527896
87249,120140
87250,421513
87251,113463
87252,811381
87253,369737
87254,833799
87255,919604
87256,866688
87257,103135
87258,772272
87259,162569
87260,891458
87261,252017
87262,825521
87263,479705
87264,244738
87265,395183
87266,426362
87267,352201
87268,353234
87269,152646
87270,216811
87271,172666
87272,276340
87273,299158
87274,153275
87275,619090
87276,57228
87277,678980
87278,404323
87279,484691
87280,636726
87281,313045
87282,299011
87283,589074
87284,884511
87285,575003
87286,604139
87287,458038
87288,226427
87289,823237
87290,432876
87291,410825
87292,816235
87293,614151
87294,178208
87295,602989
87296,178053
87297,259067
87298,828479
87299,722218
87300,399545
87301,631637
87302,734066
87303,847389
87304,835172
87305,266927
87306,749603
87307,874028
87308,703915
87309,86707
87310,536613
87311,878524
87312,68071
87313,662922
87314,240027
87315,102150
87316,761074
87317,908478
87318,829689
87319,471693
87320,180031
87321,680508
87322,528877
87323,487025
87324,263265
87325,64663
87326,460162
87327,455160
87328,860130
87329,830728
87330,677450
87331,218413
87332,700642
87333,654852
87334,753515
87335,176051
87336,232336
87337,481928
87338,631355
87339,97104
87340,855410
87341,281580
87342,690683
87343,662155
87344,441636
87345,56253
87346,658401
87347,868281
87348,688554
87349,991624
87350,468337
87351,777606
87352,549083
87353,538123
87354,507766
87355,312626
87356,252519
87357,167826
87358,421970
87359,340385
87360,752930
87361,558039
87362,403323
87363,737320
87364,309529
87365,960233
87366,650464
87367,655235
87368,672839
87369,160132
87370,779298
87371,965836
87372,20451
87373,128427
87374,236600
87375,716077
87376,83931
87377,998643
87378,473782
87379,266854
87380,860435
87381,127756
87382,604111
87383,691630
87384,284515
87385,404824
87386,747493
87387,61879
87388,739722
87389,911857
87390,813586
87391,830671
87392,130484
87393,345737
87394,412543
87395,156781
87396,726994
87397,218713
87398,115901
87399,216894
87400,795722
87401,290481
87402,995366
87403,804118
87404,861339
87405,504665
87406,149257
87407,125743
87408,373560
87409,395603
87410,384917
87411,438466
87412,934719
87413,461985
87414,195693
87415,990557
87416,842655
87417,579529
87418,947825
87419,489599
87420,787704
87421,731482
87422,268817
87423,726299
87424,160740
87425,532219
87426,910128
87427,434550
87428,613570
87429,27282
87430,279036
87431,787433
87432,397768
87433,994109
87434,138875
87435,440651
87436,371705
87437,382251
87438,317825
87439,949028
87440,368437
87441,47268
